ID,title,author,rating,genre
1217,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,"Fiction , Crime"
1218,Now or Never: A Novel,Elizabeth Adler,4.5,"Fiction , Women"
1219,'Salem's Lot,Stephen King,4.4,"Fiction , Thrillers , Suspense"
1220,The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,"Fiction , Fantasy , Epic"
1221,Final Option: 'The best one yet',Clive Cussler,5.0,"Fiction , Fantasy , Action &amp, Adventure"
1222,The Complete Art of War,Sun Tzu,4.7,none
1223,Marketing (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , General"
1224,Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.3,"Business &amp, Economics , Corporate &amp, Business History"
1225,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,none
1226,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,"Fiction , Fantasy , Epic"
1227,Team Sonic Racing Plus Deluxe Turbo Championship Edition one-shot,Caleb Goellner,4.8,"Comics & Graphic Novels , Science Fiction"
1228,The Jump,Doug Johnstone,4.1,"Fiction , Thrillers , General"
1229,Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",4.3,"Business &amp, Economics , Marketing , General"
1230,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,"Computers , Desktop Applications , General"
1231,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,"Humor , Topic , Business &amp, Professional"
1232,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4.0,"Self-Help , Personal Growth , Happiness"
1233,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,none
1234,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,"Young Adult Fiction , Humorous , General"
1235,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,"Fiction , Mystery & Detective , General"
1236,Candide,Voltaire,4.5,"Fiction , Satire"
1237,Strawberry Shortcake Murder,Joanne Fluke,4.0,"Fiction , Mystery &amp, Detective , Cozy , General"
1238,My Little Pony: Friendship is Magic #45,Thom Zahler,4.4,"Comics & Graphic Novels , General"
1239,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,"Fiction , Science Fiction , Alien Contact"
1240,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,none
1241,Deadpool Team-Up Vol. 1: Good Buddies,Fred Van Lente,3.9,"Comics & Graphic Novels , Superheroes"
1242,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,"Fiction , Mystery &amp, Detective , General"
1243,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,"Body, Mind &amp, Spirit , Inspiration &amp, Personal Growth"
1244,Marketing (The Brian Tracy Success Library),Brian Tracy,,none
1245,Antiques Con,Barbara Allan,4.8,"Fiction , Mystery &amp, Detective , Women Sleuths"
1246,Boy Erased: A Memoir,Garrard Conley,4.0,"Biography &amp, Autobiography , LGBT"
1247,How To Win Friends and Influence People,Dale Carnegie,4.3,none
1248,The Art of Super Mario Odyssey,Nintendo,3.9,"Art , Video Game Art"
1249,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,"Fiction , Mystery & Detective , Amateur Sleuth"
1250,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,"Business &amp, Economics , Personal Finance , General"
1251,How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,"Business &amp, Economics , Accounting , Financial"
1252,The Infinite Game,Simon Sinek,3.8,none
1253,Home Work: A Memoir of My Hollywood Years,Julie Andrews,5.0,"Performing Arts , Theater , General"
1254,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,4.6,"Business &amp, Economics , Motivational"
1255,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,"Fiction , Mystery &amp, Detective , Women Sleuths"
1256,We,Yevgeny Zamyatin,4.3,none
1257,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,none
1258,A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,4.8,"Fiction , Mystery &amp, Detective , General"
1259,You'll Never See Daylight Again,Michaella McCollum,4.3,none
1260,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,"Fiction , Thrillers , Suspense"
1261,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,"Business &amp, Economics , Personal Finance , Investing"
1262,Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,"Fiction , Fantasy , Epic"
1263,Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,4.4,none
1264,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,4.5,"Fiction , Thrillers , Suspense"
1265,Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,,"Cooking , Courses &amp, Dishes , Cookies"
1266,Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,3.3,"Fiction , Mystery &amp, Detective , Amateur Sleuth"
1267,Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,"Business &amp, Economics , E-Commerce , Internet Marketing"
1268,The Witcher #1,Paul Tobin,4.6,"Comics & Graphic Novels , General"
1269,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,"Juvenile Fiction , Humorous Stories"
1270,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,3.6,"Business &amp, Economics , Management"
1271,Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,none
1272,The Black Box,Michael Connelly,4.0,"Fiction , Crime"
1273,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,"Fiction , Thrillers , Suspense"
1274,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,"Psychology , Cognitive Psychology &amp, Cognition"
1275,Kiss the Girls and Make Them Cry,Mary Higgins Clark,4.0,none
1276,"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,4.7,"Fiction , Fantasy , Action &amp, Adventure"
1277,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,"Fiction , Mystery & Detective , General"
1278,Final Option: 'The best one yet',Clive Cussler,5.0,"Fiction , Action &amp, Adventure"
1279,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,"Fiction , Fantasy , General"
1280,Morning Star,Pierce Brown,4.8,"Fiction , Dystopian"
1281,Blue Moon: A Jack Reacher Novel,Lee Child,4.4,"Fiction , Thrillers , Suspense"
1282,The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,4.6,"Fiction , Action &amp, Adventure"
1283,Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,4.0,none
1284,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Fiction , Fantasy , General"
1285,Now or Never: A Novel,Elizabeth Adler,4.5,none
1286,Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,4.2,"Comics &amp, Graphic Novels , Superheroes"
1287,Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,"Fiction , Horror"
1288,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,,"Business &amp, Economics , Accounting , General"
1289,The Magic of Thinking Big,David J. Schwartz,4.6,"Self-Help , Personal Growth , Self-Esteem"
1290,Management (The Brian Tracy Success Library),Brian Tracy,,none
1291,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,,none
1292,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,none
1293,The Infinite Game,Simon Sinek,3.8,none
1294,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,"Medical , Health Care Delivery"
1295,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,4.8,"Psychology , Cognitive Psychology &amp, Cognition"
1296,How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,none
1297,Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,4.6,none
1298,W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,4.3,"Fiction , Thrillers , Suspense"
